Lane.accession,MLST,Isolate,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERR439728,167,11791_7#66,2010,S,S,,R,R,R,S,,R,,,R
ERR439540,95,11791_3#8,2002,S,S,,S,S,S,S,,S,,,S
ERR434292,641,11657_5#34,2002,S,S,,R,R,S,S,,S,,,R
ERR434800,12,11658_5#62,2002,S,S,,S,S,S,S,,S,,,S
ERR434293,106,11657_5#35,2002,S,S,,R,S,S,S,,S,,,S
ERR434801,711,11658_5#63,2002,S,S,,R,R,S,S,,S,,,S
ERR434679,95,11658_4#37,2002,S,S,,R,S,S,S,,S,,,S
ERR435287,393,11679_5#92,2010,S,S,,R,R,S,S,,S,,,R
ERR434537,88,11657_7#87,2010,S,S,,R,R,S,S,,S,,,S
ERR435460,538,11679_7#73,2010,S,S,,S,S,S,S,,S,,,S
ERR439640,12,11791_6#13,2002,S,S,,R,S,S,S,,S,,,S
ERR435461,73,11679_7#74,2010,S,S,,R,S,S,S,,S,,,S
ERR434343,1423,11657_5#85,2010,S,S,,R,S,S,S,,S,,,S
ERR435368,127,11679_6#77,2010,S,S,,R,S,S,S,,S,,,S
ERR434435,73,11657_6#81,2010,S,S,,S,S,S,S,,S,,,S
ERR435462,117,11679_7#75,2010,S,S,,R,R,S,S,,S,,,S
ERR435369,91,11679_6#78,2010,S,S,,R,R,S,S,,S,,,S
ERR434623,3290,11658_3#77,2010,S,S,,R,S,S,S,,S,,,S
ERR434567,14,11658_3#21,2001,S,,,S,S,S,S,,S,,,S
ERR439641,405,11791_6#14,2002,S,S,,R,R,S,R,,S,,,R
ERR435121,88,11679_4#22,2002,S,S,,R,R,S,S,,S,,,S
ERR434436,95,11657_6#82,2011,S,S,,R,S,S,S,,S,,,S
ERR435463,83,11679_7#76,2011,S,S,,R,S,S,S,,S,,,S
ERR434624,38,11658_3#78,2011,S,S,,R,S,S,S,,R,,,S
ERR434344,73,11657_5#86,2011,S,S,,S,S,S,S,,S,,,S
ERR439664,38,11791_6#38,2011,S,S,,S,S,S,S,,S,,,S
ERR434625,73,11658_3#79,2011,S,S,,S,S,S,S,,S,,,S
ERR435473,131,11679_7#86,2011,S,S,,S,S,S,S,,S,,,S
ERR435573,141,11679_8#91,2011,S,S,,S,S,S,S,,S,,,S
ERR435464,405,11679_7#77,2011,S,S,,R,R,S,S,,R,,,R
ERR435500,12,11679_8#17,2002,S,S,,S,S,S,S,,S,,,S
ERR435280,59,11679_5#85,2011,S,S,,S,S,S,S,,S,,,S
ERR485892,393,12045_3#59,2002,S,S,,R,R,S,R,,S,,,R
ERR434802,399,11658_5#64,2002,S,S,,S,S,S,S,,S,,,S
ERR439541,5519,11791_3#9,2002,S,S,,S,S,S,S,,S,,,S
ERR434979,95,11658_7#49,2002,S,S,,S,S,S,S,,S,,,S
ERR434345,73,11657_5#87,2011,S,S,,S,S,S,S,,S,,,S
ERR434438,69,11657_6#84,2011,S,S,,S,S,S,S,,S,,,S
ERR435286,95,11679_5#91,2011,S,S,,R,S,S,S,,S,,,S
ERR434386,550,11657_6#32,2002,S,S,,S,R,R,S,,S,,,S
ERR435271,69,11679_5#76,2011,S,S,,R,S,S,S,,S,,,R
ERR434346,95,11657_5#88,2011,S,S,,R,S,S,S,,S,,,S
ERR435014,95,11658_7#84,2011,S,S,,R,S,S,S,,S,,,S
ERR435574,648,11679_8#92,2011,S,S,,R,S,S,S,,S,,,R
ERR435279,95,11679_5#84,2011,S,S,,R,S,S,S,,S,,,S
ERR434347,131,11657_5#89,2011,R,R,,R,R,S,R,,S,,,R
ERR434348,10,11657_5#90,2011,S,S,,S,S,S,S,,S,,,S
ERR435527,1486,11679_8#44,2002,S,S,,S,S,S,S,,S,,,S
ERR435178,12,11679_4#79,2011,S,S,,R,S,S,S,,S,,,S
ERR434626,12,11658_3#80,2011,S,S,,R,S,S,S,,S,,,S
ERR434538,95,11657_7#88,2011,S,S,,S,S,S,S,,S,,,S
ERR435179,127,11679_4#80,2011,S,S,,S,S,S,S,,S,,,S
ERR435480,131,11679_7#93,2011,S,S,,S,S,S,S,,S,,,R
ERR439730,567,11791_7#68,2011,S,S,,S,S,S,S,,S,,,S
ERR435015,617,11658_7#85,2011,R,R,,R,R,S,R,,R,,,R
ERR434349,372,11657_5#91,2011,S,S,,S,S,S,S,,S,,,S
ERR435194,131,11679_4#95,2011,R,R,,R,R,S,R,,R,,,R
ERR435501,73,11679_8#18,2002,S,S,,S,S,S,S,,S,,,S
ERR435016,131,11658_7#86,2011,S,R,,R,S,S,R,,S,,,R
ERR435212,73,11679_5#17,2002,S,S,,R,R,R,R,,S,,,S
ERR435122,393,11679_4#23,2002,S,S,,R,R,R,S,,S,,,R
ERR439626,394,11791_3#94,2011,S,S,,S,S,S,S,,S,,,S
ERR434627,73,11658_3#81,2011,S,S,,S,S,S,S,,S,,,S
ERR434540,95,11657_7#90,2011,S,S,,S,S,S,S,,S,,,S
ERR439662,95,11791_6#36,2011,S,S,,R,R,S,S,,S,,,S
ERR435560,73,11679_8#78,2011,S,S,,S,S,S,S,,S,,,S
ERR435561,69,11679_8#79,2011,S,S,,R,S,S,S,,S,,,S
ERR435479,405,11679_7#92,2011,S,S,,S,S,S,S,,S,,,S
ERR435272,131,11679_5#77,2011,S,S,,R,R,S,S,,S,,,S
ERR435575,141,11679_8#93,2011,S,S,,S,S,S,S,,S,,,S
ERR434628,73,11658_3#82,2011,S,S,,S,S,S,S,,S,,,S
ERR439642,73,11791_6#15,2002,S,S,,S,S,S,S,,S,,,S
ERR434483,73,11657_7#33,2002,S,S,,R,S,S,S,,S,,,S
ERR439542,357,11791_3#10,2002,S,S,,S,S,S,S,,S,,,S
ERR434680,127,11658_4#38,2002,S,S,,R,R,S,S,,S,,,S
ERR434294,452,11657_5#36,2002,S,S,,S,S,S,S,,S,,,S
ERR435472,131,11679_7#85,2011,S,S,,S,S,S,S,,S,,,S
ERR435562,88,11679_8#80,2011,S,S,,R,R,S,R,,S,,,S
ERR434732,73,11658_4#90,2011,S,S,,R,S,S,S,,S,,,S
ERR435465,127,11679_7#78,2011,S,S,,S,S,S,S,,S,,,S
ERR435370,69,11679_6#79,2011,S,S,,R,S,S,S,,S,,,S
ERR435017,73,11658_7#87,2011,S,S,,S,S,S,S,,S,,,S
ERR435018,421,11658_7#88,2011,S,S,,S,S,S,S,,S,,,S
ERR434295,5461,11657_5#37,2002,S,S,,S,S,S,S,,S,,,S
ERR439598,69,11791_3#66,2011,S,S,,R,S,S,S,,S,,,S
ERR434350,131,11657_5#92,2011,S,S,,R,R,S,S,,S,,,S
ERR435290,69,11679_5#95,2011,S,S,,R,S,S,S,,S,,,S
ERR435495,12,11679_8#12,2001,S,,,S,S,S,S,,S,,,S
ERR435329,73,11679_6#38,2002,S,S,,R,S,S,S,,S,,,S
ERR434354,95,11657_5#96,2011,S,S,,S,S,S,S,,S,,,S
ERR434629,73,11658_3#83,2011,S,S,,S,S,S,S,,S,,,S
ERR435289,131,11679_5#94,2011,R,R,,R,R,S,R,,R,,,R
ERR435019,95,11658_7#89,2011,S,S,,R,S,S,S,,S,,,S
ERR435371,410,11679_6#80,2011,S,S,,S,S,S,S,,S,,,S
ERR435466,73,11679_7#79,2011,S,S,,R,R,S,S,,S,,,S
ERR434733,95,11658_4#91,2011,S,S,,S,S,S,S,,S,,,S
ERR434630,10,11658_3#84,2011,S,S,,S,S,S,S,,S,,,R
ERR434439,95,11657_6#85,2011,S,S,,R,S,S,S,,S,,,S
ERR435385,131,11679_6#94,2011,R,R,,R,R,S,R,,R,,,R
ERR439618,95,11791_3#86,2011,S,S,,S,S,S,S,,S,,,S
ERR435380,62,11679_6#89,2011,S,S,,R,R,S,S,,S,,,S
ERR435386,131,11679_6#95,2011,S,R,,R,R,S,R,,S,,,R
ERR435020,131,11658_7#90,2011,S,S,,R,R,S,S,,S,,,R
ERR439731,973,11791_7#69,2011,S,S,,S,S,S,S,,S,,,S
ERR435577,38,11679_8#95,2011,S,S,,R,R,S,S,,S,,,S
ERR439665,73,11791_6#39,2011,S,S,,S,S,S,S,,S,,,S
ERR435189,95,11679_4#90,2011,S,S,,R,S,S,S,,S,,,S
ERR435281,95,11679_5#86,2011,S,S,,R,S,S,S,,S,,,S
ERR439663,131,11791_6#37,2011,S,S,,R,S,S,S,,R,,,R
ERR435467,73,11679_7#80,2011,S,S,,S,S,S,S,,S,,,S
ERR434737,73,11658_4#95,2011,S,S,,S,S,S,S,,S,,,S
ERR435021,58,11658_7#91,2011,S,S,,S,S,S,S,,S,,,S
ERR434640,131,11658_3#94,2011,R,R,,R,R,S,R,,R,,,R
ERR434440,95,11657_6#86,2011,S,S,,R,S,S,S,,S,,,S
ERR435180,372,11679_4#81,2011,S,S,,R,S,S,S,,S,,,S
ERR434639,73,11658_3#93,2011,S,S,,S,S,S,S,,S,,,S
ERR435188,131,11679_4#89,2011,R,R,,R,R,S,R,,S,,,R
ERR435372,73,11679_6#81,2011,S,S,,R,S,S,S,,S,,,S
ERR435022,73,11658_7#92,2011,S,S,,R,R,S,S,,S,,,S
ERR434381,14,11657_6#27,2001,S,,,R,R,S,S,,S,,,S
ERR435181,1618,11679_4#82,2011,S,S,,S,S,S,S,,S,,,S
ERR435023,131,11658_7#93,2011,R,R,,R,R,S,R,,S,,,R
ERR434351,58,11657_5#93,2011,S,S,,S,S,S,S,,S,,,S
ERR435024,398,11658_7#94,2011,S,S,,S,S,S,S,,S,,,S
ERR434834,12,11658_5#96,2011,S,S,,R,R,S,S,,S,,,S
ERR435273,88,11679_5#78,2011,S,S,,R,S,S,S,,S,,,S
ERR435468,10,11679_7#81,2011,S,S,,S,S,S,S,,S,,,S
ERR435576,10,11679_8#94,2011,S,S,,R,R,S,R,,S,,,S
ERR435182,73,11679_4#83,2011,S,S,,R,S,S,S,,S,,,S
ERR435025,73,11658_7#95,2011,S,S,,S,S,S,S,,S,,,S
ERR435402,14,11679_7#15,2001,S,,,R,S,S,S,,S,,,S
ERR435313,73,11679_6#22,2002,S,S,,R,S,S,S,,S,,,S
ERR434484,5363,11657_7#34,2002,S,S,,S,S,S,S,,S,,,S
ERR439643,59,11791_6#16,2002,S,S,,S,S,S,S,,S,,,S
ERR439543,91,11791_3#11,2002,S,S,,S,S,S,S,,S,,,S
ERR434803,372,11658_5#65,2002,S,S,,S,S,S,S,,S,,,S
ERR435474,131,11679_7#87,2011,S,S,,S,S,S,S,,S,,,S
ERR434815,393,11658_5#77,2002,S,S,,R,R,R,S,,S,,,S
ERR434441,73,11657_6#87,2011,S,S,,R,S,S,S,,S,,,S
ERR435481,73,11679_7#94,2011,S,S,,S,S,S,S,,S,,,S
ERR435274,998,11679_5#79,2011,S,S,,R,S,S,S,,S,,,S
ERR435183,538,11679_4#84,2011,S,S,,S,S,S,S,,S,,,S
ERR434735,450,11658_4#93,2011,S,S,,R,S,S,S,,R,,,S
ERR435026,48,11658_7#96,2011,S,S,,S,S,S,S,,S,,,R
ERR434930,448,11658_6#96,2011,R,S,,R,R,S,R,,S,,,R
ERR435373,69,11679_6#82,2011,S,S,,S,S,S,S,,S,,,S
ERR434542,973,11657_7#92,2011,S,S,,R,R,S,S,,S,,,S
ERR435502,963,11679_8#19,2002,S,S,,S,S,S,S,,S,,,S
ERR485891,69,12045_3#58,2002,S,S,,R,R,S,R,,S,,,S
ERR434296,59,11657_5#38,2002,S,S,,R,S,S,S,,S,,,S
ERR434971,10,11658_7#41,2001,S,,,R,S,S,S,,S,,,S
ERR434906,428,11658_6#72,2002,S,S,,R,S,S,S,,S,,,S
ERR435496,681,11679_8#13,2001,S,,,S,S,S,S,,S,,,S
ERR435123,59,11679_4#24,2002,S,S,,S,S,S,S,,S,,,S
ERR435314,73,11679_6#23,2002,S,S,,R,S,S,S,,S,,,S
ERR434681,14,11658_4#39,2002,S,S,,R,S,S,S,,S,,,S
ERR434980,73,11658_7#50,2002,S,S,,R,R,S,S,,S,,,S
ERR434897,5630,11658_6#63,2002,S,S,,R,R,S,S,,S,,,S
ERR434981,366,11658_7#51,2002,S,S,,R,S,S,S,,S,,,S
ERR435072,95,11658_8#69,2002,S,S,,R,S,S,S,,S,,,S
ERR439706,73,11791_7#44,2002,S,S,,R,S,S,S,,S,,,S
ERR485899,95,12045_3#66,2002,S,S,,R,R,S,S,,S,,,S
ERR434972,95,11658_7#42,2001,S,,,R,S,S,R,,S,,,S
ERR434819,144,11658_5#81,2002,R,R,,R,S,S,S,,S,,,S
ERR485900,73,12045_3#67,2002,S,S,,S,S,S,S,,S,,,S
ERR435414,141,11679_7#27,2002,S,S,,S,S,S,R,,S,,,S
ERR434989,2230,11658_7#59,2002,R,R,,R,R,S,R,,S,,,S
ERR435516,2230,11679_8#33,2002,R,R,,R,R,S,R,,S,,,S
ERR434387,59,11657_6#33,2002,S,S,,R,S,S,S,,S,,,S
ERR435503,83,11679_8#20,2002,S,S,,R,S,S,S,,S,,,S
ERR435213,73,11679_5#18,2002,S,S,,R,R,S,S,,S,,,S
ERR434388,38,11657_6#34,2002,S,S,,R,R,S,S,,S,,,S
ERR435124,73,11679_4#25,2002,S,S,,R,R,S,S,,S,,,S
ERR435504,73,11679_8#21,2002,S,S,,R,S,S,S,,S,,,S
ERR434389,79,11657_6#35,2002,S,S,,R,S,S,S,,S,,,S
ERR435315,618,11679_6#24,2002,S,S,,R,S,S,S,,S,,,S
ERR435316,88,11679_6#25,2002,S,S,,R,S,S,S,,S,,,S
ERR434571,117,11658_3#25,2002,S,S,,R,R,S,S,,S,,,S
ERR435408,73,11679_7#21,2002,S,S,,R,R,S,S,,S,,,S
ERR439544,73,11791_3#12,2002,S,S,,S,S,S,S,,S,,,S
ERR434572,73,11658_3#26,2002,S,S,,R,S,S,S,,S,,,S
ERR439545,58,11791_3#13,2002,S,S,,R,S,S,S,,S,,,S
ERR435317,95,11679_6#26,2002,S,S,,S,S,S,S,,S,,,S
ERR435214,73,11679_5#19,2002,S,S,,R,S,S,S,,S,,,S
ERR434573,73,11658_3#27,2002,S,S,,R,R,S,S,,R,,,S
ERR435505,420,11679_8#22,2002,S,S,,R,S,S,S,,S,,,S
ERR435215,141,11679_5#20,2002,S,S,,S,S,S,S,,S,,,S
ERR439546,88,11791_3#14,2002,S,S,,R,S,S,S,,S,,,S
ERR435409,73,11679_7#22,2002,S,S,,R,R,S,S,,S,,,S
ERR435216,12,11679_5#21,2002,R,R,,R,R,S,R,,S,,,S
ERR434574,38,11658_3#28,2002,S,S,,R,S,S,S,,S,,,S
ERR435069,38,11658_8#66,2002,S,S,,R,S,S,S,,S,,,S
ERR434682,73,11658_4#40,2002,S,S,,S,S,S,S,,S,,,S
ERR439644,141,11791_6#17,2002,S,S,,S,S,S,S,,S,,,S
ERR439547,1001,11791_3#15,2002,S,S,,S,S,S,S,,S,,,S
ERR439548,106,11791_3#16,2002,S,S,,S,S,S,R,,S,,,S
ERR435506,1155,11679_8#23,2002,S,S,,S,S,S,S,,S,,,S
ERR435217,59,11679_5#22,2002,S,S,,R,S,S,S,,S,,,S
ERR435218,59,11679_5#23,2002,S,S,,R,S,S,S,,S,,,S
ERR439549,420,11791_3#17,2002,S,S,,R,S,S,S,,S,,,S
ERR435507,127,11679_8#24,2002,S,S,,S,S,S,S,,S,,,S
ERR435508,141,11679_8#25,2002,S,S,,S,S,S,S,,S,,,S
ERR435410,691,11679_7#23,2002,S,S,,S,S,S,S,,S,,,S
ERR435411,405,11679_7#24,2002,S,S,,R,S,S,S,,R,,,R
ERR434390,95,11657_6#36,2003,S,S,,S,S,S,S,,S,,,S
ERR435509,369,11679_8#26,2003,S,S,,R,S,S,S,,S,,,S
ERR434575,73,11658_3#29,2003,S,S,,R,R,S,S,,S,,,S
ERR435510,12,11679_8#27,2003,S,S,,R,S,S,S,,S,,,S
ERR435318,95,11679_6#27,2003,S,S,,R,S,S,S,,S,,,S
ERR439550,141,11791_3#18,2003,S,S,,R,S,S,S,,S,,,S
ERR435511,10,11679_8#28,2003,S,S,,R,S,S,S,,S,,,S
ERR435184,73,11679_4#85,2003,S,S,,R,S,S,S,,S,,,S
ERR439551,69,11791_3#19,2003,S,S,,R,S,S,S,,S,,,S
ERR435512,48,11679_8#29,2003,S,S,,S,S,S,S,,S,,,S
ERR434576,95,11658_3#30,2003,S,S,,S,S,S,S,,S,,,S
ERR439552,12,11791_3#20,2003,S,S,,R,R,S,S,,S,,,S
ERR435125,73,11679_4#26,2003,S,S,,S,S,S,S,,S,,,S
ERR435319,73,11679_6#28,2003,S,S,,R,R,S,S,,S,,,S
ERR439553,73,11791_3#21,2003,S,S,,R,R,R,R,,S,,,S
ERR439554,62,11791_3#22,2003,S,S,,R,R,S,S,,S,,,S
ERR439555,62,11791_3#23,2003,S,S,,R,S,S,S,,S,,,S
ERR434485,10,11657_7#35,2003,S,S,,S,S,S,S,,S,,,S
ERR435320,95,11679_6#29,2003,S,S,,S,S,S,S,,S,,,S
ERR435513,537,11679_8#30,2003,S,S,,S,S,S,S,,S,,,S
ERR435219,62,11679_5#24,2003,S,S,,S,S,S,S,,S,,,S
ERR435413,131,11679_7#26,2003,S,S,,R,R,S,S,,S,,,S
ERR435514,363,11679_8#31,2003,S,S,,R,S,S,S,,S,,,S
ERR439556,73,11791_3#24,2003,S,S,,R,R,R,S,,S,,,S
ERR439557,4260,11791_3#25,2003,S,S,,R,S,S,S,,S,,,S
ERR434486,62,11657_7#36,2003,S,S,,S,S,S,S,,S,,,S
ERR439558,131,11791_3#26,2003,S,S,,R,R,R,R,,S,,,S
ERR439645,2253,11791_6#18,2003,S,S,,R,S,S,S,,R,,,S
ERR435321,131,11679_6#30,2003,S,S,,R,S,S,S,,S,,,S
ERR435070,38,11658_8#67,2003,S,S,,R,S,S,S,,S,,,S
ERR435322,2494,11679_6#31,2003,S,S,,R,S,S,S,,S,,,S
ERR439559,80,11791_3#27,2003,S,S,,S,S,S,S,,S,,,S
ERR434391,131,11657_6#37,2003,S,S,,R,S,S,R,,S,,,R
ERR435126,1394,11679_4#27,2003,S,S,,R,R,S,S,,S,,,R
ERR435071,167,11658_8#68,2003,S,S,,R,S,S,S,,S,,,R
ERR439717,131,11791_7#55,2003,R,R,,R,R,R,R,,S,,,R
ERR434816,38,11658_5#78,2003,S,S,,R,R,S,R,,S,,,S
ERR434817,73,11658_5#79,2003,S,S,,S,S,S,S,,S,,,S
ERR434992,73,11658_7#62,2003,S,S,,S,S,S,S,,S,,,S
ERR435128,79,11679_4#29,2003,S,S,,R,R,S,S,,S,,,S
ERR435073,62,11658_8#70,2003,S,S,,R,S,S,S,,S,,,S
ERR434818,69,11658_5#80,2003,S,S,,R,R,S,S,,S,,,S
ERR434993,12,11658_7#63,2003,S,S,,R,R,S,S,,S,,,S
ERR435515,144,11679_8#32,2003,S,S,,R,S,S,S,,S,,,S
ERR439560,369,11791_3#28,2003,S,S,,R,R,R,S,,S,,,S
ERR434577,131,11658_3#31,2003,S,S,,R,R,R,S,,S,,,S
ERR435323,73,11679_6#32,2003,S,S,,S,S,S,S,,S,,,S
ERR435220,80,11679_5#25,2003,S,S,,S,S,S,S,,S,,,S
ERR435324,491,11679_6#33,2003,S,S,,R,R,S,S,,S,,,S
ERR439561,491,11791_3#29,2003,S,S,,R,R,S,S,,S,,,S
ERR434392,73,11657_6#38,2003,S,S,,S,S,S,S,,S,,,S
ERR435221,73,11679_5#26,2003,S,S,,S,S,S,S,,S,,,S
ERR439562,12,11791_3#30,2003,S,S,,R,S,S,S,,S,,,S
ERR435222,12,11679_5#27,2003,S,S,,R,S,S,S,,S,,,S
ERR434393,5552,11657_6#39,2003,S,S,,S,S,S,S,,S,,,S
ERR439563,127,11791_3#31,2003,S,S,,S,S,S,S,,S,,,S
ERR434297,685,11657_5#39,2003,S,S,,S,S,S,S,,S,,,S
ERR485894,10,12045_3#61,2003,S,S,,R,S,S,S,,S,,,S
ERR434298,167,11657_5#40,2003,R,R,,R,R,R,R,,R,,,R
ERR434299,95,11657_5#41,2003,S,S,,S,S,S,R,,S,,,S
ERR435326,405,11679_6#35,2003,S,S,,S,S,S,S,,S,,,S
ERR434683,73,11658_4#41,2003,S,S,,S,S,S,S,,S,,,S
ERR434487,12,11657_7#37,2003,S,S,,R,S,S,S,,S,,,S
ERR434394,405,11657_6#40,2003,S,S,,R,S,S,S,,S,,,S
ERR439564,131,11791_3#32,2003,S,S,,R,S,S,S,,S,,,R
ERR434300,58,11657_5#42,2003,S,S,,R,R,R,S,,S,,,S
ERR435517,1810,11679_8#34,2003,S,S,,S,S,S,S,,S,,,S
ERR434488,2567,11657_7#38,2003,S,S,,S,S,S,S,,S,,,S
ERR439646,38,11791_6#19,2003,S,S,,S,S,S,S,,S,,,S
ERR435518,69,11679_8#35,2003,S,S,,R,S,S,S,,S,,,S
ERR435127,127,11679_4#28,2003,S,S,,R,S,S,S,,S,,,S
ERR435519,69,11679_8#36,2003,S,S,,R,S,S,S,,S,,,S
ERR435475,46,11679_7#88,2003,S,S,,S,S,S,S,,S,,,S
ERR434804,131,11658_5#66,2003,S,S,,R,R,S,S,,S,,,S
ERR435520,95,11679_8#37,2003,S,S,,S,S,S,S,,S,,,S
ERR435063,117,11658_8#60,2003,S,S,,R,S,S,S,,S,,,S
ERR434684,5440,11658_4#42,2003,S,S,,R,R,S,S,,S,,,S
ERR434982,131,11658_7#52,2003,S,S,,R,R,S,S,,S,,,S
ERR434898,131,11658_6#64,2003,S,S,,R,S,S,S,,S,,,R
ERR435325,73,11679_6#34,2003,S,S,,R,S,S,S,,S,,,S
ERR434301,405,11657_5#43,2003,S,S,,R,S,S,S,,S,,,S
ERR439707,131,11791_7#45,2003,S,S,,S,S,S,S,,S,,,S
ERR435521,73,11679_8#38,2003,S,S,,S,S,S,S,,S,,,S
ERR434805,12,11658_5#67,2003,S,S,,R,S,S,S,,S,,,S
ERR435522,73,11679_8#39,2003,S,S,,S,S,S,S,,S,,,S
ERR435064,73,11658_8#61,2003,S,S,,S,S,S,S,,S,,,S
ERR435223,12,11679_5#28,2003,S,S,,R,S,S,S,,S,,,S
ERR434685,131,11658_4#43,2003,S,S,,S,S,S,S,,S,,,S
ERR434686,95,11658_4#44,2003,S,S,,S,S,S,S,,S,,,S
ERR434495,393,11657_7#45,2003,S,S,,R,R,S,S,,S,,,R
ERR434983,648,11658_7#53,2003,R,R,,R,S,S,R,,S,,,R
ERR439708,14,11791_7#46,2003,S,S,,S,S,S,S,,S,,,S
ERR434447,59,11657_6#93,2003,S,S,,S,S,S,S,,S,,,S
ERR435523,393,11679_8#40,2003,S,S,,R,S,S,S,,S,,,R
ERR435524,73,11679_8#41,2003,S,S,,R,S,S,S,,S,,,S
ERR439709,393,11791_7#47,2003,S,S,,R,R,R,S,,S,,,R
ERR435469,68,11679_7#82,2003,S,S,,R,R,S,R,,S,,,R
ERR434984,127,11658_7#54,2003,S,S,,S,S,S,S,,S,,,S
ERR439565,80,11791_3#33,2003,S,S,,R,S,S,S,,S,,,S
ERR434395,127,11657_6#41,2003,S,S,,R,R,S,S,,S,,,S
ERR439710,73,11791_7#48,2003,S,S,,S,S,S,S,,S,,,S
ERR439566,73,11791_3#34,2003,S,S,,R,R,S,S,,S,,,S
ERR434899,73,11658_6#65,2003,S,S,,R,S,S,S,,S,,,S
ERR439599,1125,11791_3#67,2003,S,S,,S,S,S,S,,S,,,S
ERR435327,95,11679_6#36,2003,S,S,,R,R,S,S,,S,,,S
ERR439567,10,11791_3#35,2003,S,S,,S,S,S,S,,S,,,S
ERR434668,155,11658_4#26,2001,S,,,R,S,S,S,,S,,,R
ERR434442,69,11657_6#88,2003,S,S,,R,R,S,S,,S,,,S
ERR435403,95,11679_7#16,2001,S,,,S,S,S,S,,S,,,S
ERR435192,144,11679_4#93,2001,S,,,S,S,S,S,,S,,,S
ERR435497,95,11679_8#14,2001,S,,,S,S,S,S,,S,,,S
ERR434382,73,11657_6#28,2001,S,,,S,S,S,S,,S,,,S
ERR434687,73,11658_4#45,2004,S,S,,S,S,R,S,,S,,,S
ERR434985,73,11658_7#55,2004,S,S,,S,S,R,R,,S,,,S
ERR434302,73,11657_5#44,2004,S,S,,R,R,S,S,,S,,,S
ERR434489,69,11657_7#39,2004,S,S,,R,S,S,S,,S,,,S
ERR434806,73,11658_5#68,2004,S,S,,S,S,S,S,,S,,,S
ERR435065,73,11658_8#62,2004,S,S,,S,S,S,S,,S,,,S
ERR434807,127,11658_5#69,2004,S,S,,S,S,S,S,,S,,,R
ERR439711,131,11791_7#49,2004,S,S,,R,R,R,S,,R,,,R
ERR435066,73,11658_8#63,2004,S,S,,R,S,S,S,,S,,,S
ERR434477,405,11657_7#27,2001,S,,,R,R,S,R,,S,,,R
ERR434688,393,11658_4#46,2004,S,S,,R,R,R,S,,S,,,R
ERR434490,95,11657_7#40,2004,S,S,,S,S,S,S,,S,,,S
ERR434736,62,11658_4#94,2004,S,S,,S,S,S,S,,S,,,S
ERR439712,131,11791_7#50,2004,S,S,,S,S,S,R,,S,,,R
ERR435328,10,11679_6#37,2004,S,S,,R,R,S,S,,S,,,S
